TIMESTAMP,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
167127452492,-1.7693,-0.8591,0.4036,,,,,,,PP
167127452493,-1.7712,-0.8535,0.4905,,,,,,,PP
167127452494,-1.8428,-0.9468,0.3882,,,,,,,PP
167127452495,-1.8369,-1.0820,0.5686,,,,,,,PP
167127452496,-1.7097,-1.0881,1.0422,,,,,,,PP
167127452497,-1.6689,-1.5171,0.5996,,,,,,,PP
167127452498,-1.4270,-1.5356,1.3003,,,,,,,PP
167127452499,-1.7573,-1.6013,1.1689,,,,,,,PP
167127452500,-2.0667,-1.8638,0.6179,,,,,,,PP
167127452501,-2.0417,-1.2585,0.8564,,,,,,,PP
